app_name,version_name,file_sha256,file_md5,url
小青鱼旅行,1.0.2,77901339449066db7ab49181d76f7daf098ff07ddafa3c76fd735739dd87dd1a,a0e436bf957c0ec4fad5c5ce80fc4368,http://storedl1.nearme.com.cn/apk/202009/01/88d300c6d8bc94bd5616a553a30e68ba.apk
球球跑酷,1.0.1,3ab46bfbb26fb75d302b9f5c0bc7e904268c16a18e83fd9a21e9b621f455c5b8,ec58207947f3237c02d7ee67b9e9b948,http://storedl1.nearme.com.cn/apk/202012/26/8a100252e45b1e0ae1f861298433d458.apk
古墓丽影传说：迷踪,1.0.1.17,febabde446e8200d88fed4fa16d4f7e500340f31c36413bb25d4355d8fc629fa,f340b3c9d7c7493615c4958b2d4b4ebf,http://storedl1.nearme.com.cn/apk/202107/01/8ebfaabd64766ff9e7d8f6873480202c.apk
指尖的江山,1.0.1,15a166eed6c98e318761809312069a4ce199f15ec9878082f903c004e4940bb4,f56a9ce2e1bc9d11ecd3ec1f71370d0b,http://storedl1.nearme.com.cn/apk/202302/14/cad602e192cf639de0528f355f33da88.apk
Papo Town Castle,1.0.6,82637075e4b34b1ce27bdace30ae2653a1d337514bd5c426ea14b1ac1f109af6,a0ff7f136e2499a7e1a9f629effee375,http://storedl1.nearme.com.cn/apk/202203/30/08e33a44361c411dd7029645d37995c7.apk
趣键盘,1.9.15.0,0ea655081f5ee6932af035ccb55bbd609658b7d53bf9ad2ce54e42cf0abf30e5,e9a0653fda0fbe666afa236efbf30fb1,http://storedl1.nearme.com.cn/apk/202012/21/dd78b596b261ca1cd6d2f9deeedd6e4d.apk
得间畅听,1.4.9,6cbd7aac96a88206fdf1062e546a359fcd9b1f34f812e401a4a16b2dc98bea9e,a56abe433fb645effb07a956aa07d4a2,https://storedl.nearme.com.cn/apk/202312/08/d1ce2683378efebe395f9201a9f10108.apk
豹系男友的千层套路,1.0.9,61ac6f93655ca0c8dc55a6074b22c033168aaf356a3e61a86dda34ab0c511a26,fefa91c7e73f39d1d8dc69e17ca78c8a,http://storedl1.nearme.com.cn/apk/202109/07/4c5e286a28012c4a084171f7305d2f0a.apk
骑士的奇幻冒险,1.0.1,000e7545f234d92a813367376235c55c694979108c5bf2c5e3ab24b47c670c96,1f18964c0a877f9bef25f4d3ab295098,http://storedl1.nearme.com.cn/apk/202107/13/24b675b1678203564e139029466f81a9.apk
古墓笔记,2.0.1,e5bc8ae6d7f17389499aa577b7f557daa84f74b60ea0e14ccb9fbe3f6b915a15,c73d648e39d7096384575f3d7c039cc3,http://storedl1.nearme.com.cn/apk/202109/07/8e62c2b0fe80305e94fe966d26c89694.apk
